9.314116537848375643e-05 6.361053528775535690e-06 5.174480182714086203e-05 -1.248436195143652266e-05 5.660523687580837922e-06 2.574918638451888438e-06 1.109119748682813754e-06 4.651941783565014108e-07 2.037540460334273288e-07 9.652591066096142595e-08 4.916221219976745495e-08 2.578920157906426210e-08 1.404183202562879532e-08 -7.437192426954207152e-09 4.119341841555666472e-09 -7.322413773603879715e-10 1.315762482131464835e-10 -6.085192878970535845e-10 2.453533643283489706e-10 -1.081786014599116403e-10 5.035546912032495815e-11 -2.390235082674242880e-11 1.136670856311464823e-11 5.309183329576006873e-12 2.333013007771705255e-12 -8.862161268468249278e-13 3.024081276157533551e-13 1.220886367230120031e-13 5.326678666564294701e-14 1.283138829224843812e-14 -1.349480969576818696e-14 -7.284832747477725315e-16
6.361053528775535690e-06 8.954057322131743664e-04 -9.137816675328659904e-05 8.936817836722824602e-04 -7.201909843291354543e-04 -5.470475438221107656e-04 -3.665392386885469363e-04 -2.164774088077043169e-04 -1.191369050457451406e-04 -6.396805663515864793e-05 -3.444009854410139555e-05 -1.849964761801535038e-05 -1.012549055632982099e-05 5.397279814455438413e-06 -2.986797113884819875e-06 5.134043067086741198e-07 -9.724605739629254787e-08 4.412657888488533277e-07 -1.779278782325812028e-07 7.849953548940031306e-08 -3.653270163926328365e-08 1.734027635812219861e-08 -8.245070273550370143e-09 -3.827332990086129911e-09 -1.681605633021468390e-09 6.662094329969209186e-10 -2.214543145586997488e-10 -5.724913997344034584e-11 -1.157850409487491770e-11 -1.487512981556837048e-12 1.321240509050561552e-12 4.273459519333342241e-15
5.174480182714086203e-05 -9.137816675328659904e-05 1.972491037058589586e-04 -3.914628323021730641e-04 3.716648548960147218e-04 2.988710962388729147e-04 2.051182070171309870e-04 1.225235043037764787e-04 6.779640302320531645e-05 3.649173514674951930e-05 1.966688358007505713e-05 1.056859960890078584e-05 5.785062649765222511e-06 -3.084016688319152280e-06 1.706632566958027794e-06 -2.931723735083025156e-07 5.558484812487741456e-08 -2.521362843363556186e-07 1.016669039983677962e-07 -4.485466396834951451e-08 2.087474536930886119e-08 -9.908150721825939842e-09 4.711172964458087770e-09 2.186744241107970903e-09 9.605635452580383850e-10 -3.806844002360381893e-10 1.269318897062284989e-10 3.307936788147665115e-11 6.777002297278801580e-12 8.831494703193120983e-13 -7.806993474296535017e-13 -4.306747067127488990e-15
-1.248436195143652266e-05 8.936817836722824602e-04 -3.914628323021730641e-04 2.491823706634178470e-03 -3.524940587227159972e-03 -3.299510135457836644e-03 -2.406379232242188311e-03 -1.477124358199508264e-03 -8.278482200862938680e-04 -4.481723469871141084e-04 -2.421011682214213492e-04 -1.302242326650299208e-04 -7.129702909204231132e-05 3.801810079207729490e-05 -2.103768785055367828e-05 3.609021003518285212e-06 -6.857122505340409587e-07 3.108101104208736579e-06 -1.253258241143322381e-06 5.529409857601139729e-07 -2.573299589400039141e-07 1.221408267402337781e-07 -5.807350418124619940e-08 -2.695251026362662940e-08 -1.183984500524720933e-08 4.693746109077204432e-09 -1.564647544942925874e-09 -4.068060630176590887e-10 -8.290967923407490090e-11 -1.074801925291162451e-11 9.407314991360929608e-12 4.875305227477729278e-14
5.660523687580837922e-06 -7.201909843291354543e-04 3.716648548960147218e-04 -3.524940587227159972e-03 8.603104947061209276e-03 1.184652412385797486e-02 1.027889012388044296e-02 6.824859526001038693e-03 3.964248391995520322e-03 2.180415367807041552e-03 1.185371686133375110e-03 6.392248389427722171e-04 3.501746683349259474e-04 -1.868435065159276571e-04 1.033835873126410485e-04 -1.767797568760884176e-05 3.375755975591359869e-06 -1.527402748866909968e-05 6.158877253589778015e-06 -2.717465275211457282e-06 1.264655887583325868e-06 -6.002569444319220927e-07 2.853857282635634647e-07 1.324392443602133313e-07 5.817430109104038031e-08 -2.306184717750901464e-08 7.687945554868527767e-09 1.999182150951945484e-09 4.074531324125979458e-10 5.282223472058206862e-11 -4.573888281903221409e-11 -2.029954107707191736e-13
2.574918638451888438e-06 -5.470475438221107656e-04 2.988710962388729147e-04 -3.299510135457836644e-03 1.184652412385797486e-02 2.462939651484878645e-02 2.935120113571338882e-02 2.300218579820273793e-02 1.443265659963359829e-02 8.208494883558013419e-03 4.522076255095076013e-03 2.451195347788612342e-03 1.344504554596612396e-03 -7.182086723841050102e-04 3.973564500351586294e-04 -6.757725249434381315e-05 1.301359920532927960e-05 -5.870744824453599716e-05 2.367256672327227348e-05 -1.044596194399926439e-05 4.861295519228660665e-06 -2.307350122166254612e-06 1.096972648443773828e-06 5.090463900980795889e-07 2.235793494262165121e-07 -8.862035170659428721e-08 2.953876221190483728e-08 7.681293903156124642e-09 1.565288120261248432e-09 2.026791979502684869e-10 -1.744440989918485374e-10 -5.609424570518072462e-13
1.109119748682813754e-06 -3.665392386885469363e-04 2.051182070171309870e-04 -2.406379232242188311e-03 1.027889012388044296e-02 2.935120113571338882e-02 5.003116328281240199e-02 5.258399138565936215e-02 3.864939588263240772e-02 2.359233766600759077e-02 1.336377548844118121e-02 7.320344397927682455e-03 4.026588848990077241e-03 -2.155206202109753635e-03 1.192289982886231628e-03 -2.010751565162345383e-04 3.922543460549244779e-05 -1.761638949011064660e-04 7.103547707401104694e-05 -3.135019135761216597e-05 1.458942403528790615e-05 -6.924701071015053604e-06 3.292135786709089612e-06 1.527662423176871237e-06 6.709336559795081693e-07 -2.659226497528125646e-07 8.863687496409771251e-08 2.305230252954662582e-08 4.697401066365221090e-09 6.075070021120365142e-10 -5.218075772966263693e-10 -1.316638156008111344e-12
4.651941783565014108e-07 -2.164774088077043169e-04 1.225235043037764787e-04 -1.477124358199508264e-03 6.824859526001038693e-03 2.300218579820273793e-02 5.258399138565936215e-02 7.808931496503905556e-02 7.635858193387655424e-02 5.412267955114723889e-02 3.261387462421352912e-02 1.828128846408439909e-02 1.012291257306922876e-02 -5.438152477312746536e-03 3.008749631089970445e-03 -5.009850929466604747e-04 9.967176272267378519e-05 -4.446067150022824837e-04 1.792849104224861656e-04 -7.914127686584540165e-05 3.682934771067207275e-05 -1.748086945961633935e-05 8.310738803628679020e-06 3.856452263927348184e-06 1.693698589705053757e-06 -6.712935863104158263e-07 2.237682496055707728e-07 5.820497069240788454e-08 1.186082229393458639e-08 1.533175287019090241e-09 -1.316697339113978673e-09 -3.171612135638104566e-12
2.037540460334273288e-07 -1.191369050457451406e-04 6.779640302320531645e-05 -8.278482200862938680e-04 3.964248391995520322e-03 1.443265659963359829e-02 3.864939588263240772e-02 7.635858193387655424e-02 1.052817046933918199e-01 9.890168441388513809e-02 6.855245905354036273e-02 4.059294785080402868e-02 2.286383081072733067e-02 -1.237524023692947346e-02 6.851831933019574862e-03 -1.118900436232996704e-03 2.292850918464312828e-04 -1.012800874679876386e-03 4.084176532807523054e-04 -1.803439072688920581e-04 8.392339408220720427e-05 -3.983480108835211233e-05 1.893835300240150399e-05 8.788069293332735797e-06 3.859605394911142485e-06 -1.529766191721134225e-06 5.099579027748365784e-07 1.326590459691905315e-07 2.703485588740278268e-08 3.494864540078479614e-09 -3.001869502516765609e-09 -7.405925912117608491e-12
9.652591066096142595e-08 -6.396805663515864793e-05 3.649173514674951930e-05 -4.481723469871141084e-04 2.180415367807041552e-03 8.208494883558013419e-03 2.359233766600759077e-02 5.412267955114723889e-02 9.890168441388513809e-02 1.313596953885241281e-01 1.206685651745435239e-01 8.171088087900409136e-02 4.823340752264345527e-02 -2.657789255422086938e-02 1.476165432172740592e-02 -2.334364072504120993e-03 5.027613420286976883e-04 -2.184044465248041918e-03 8.807682573209632375e-04 -3.891307390767994993e-04 1.810759634015571490e-04 -8.595254569301854282e-05 4.086418318830266903e-05 1.896260324132402540e-05 8.328156586215047273e-06 -3.300923449162120265e-06 1.100420429488985527e-06 2.862763005450648727e-07 5.834583007020728260e-08 7.543644970901520399e-09 -6.479729739073369115e-09 -1.609924038949236567e-11
