5.413932182000000014e-06 3.938777426600000221e-05 -1.850200383310000093e-04 1.036436166294000009e-03 2.272554780267999931e-03 -4.603740948097299890e-02 1.214399608073989945e-01 6.950731028671239820e-01 6.950731028666019551e-01 -1.214399608085109938e-01 4.603740948090800228e-02 2.272554780386999793e-03 1.036436166072999925e-03 -1.850200385380000080e-04 -3.938777161599999789e-05 -5.413971997999999604e-06
1.054866797777000067e-03 5.089617767880000310e-03 -1.642489909205300039e-02 4.472552811620900126e-02 1.106673024591269955e-01 -2.748376952777040194e-01 6.357583195530409625e-01 7.570456664943800429e-02 -7.570456664849599393e-02 6.357583195530429609e-01 -2.748376952775890003e-01 -1.106673024595279942e-01 -4.472552810271700208e-02 1.642489906055500173e-02 5.089616885104999641e-03 1.054872109267999914e-03
5.901251495016000131e-03 2.538859191057199829e-02 -7.024181915685699662e-02 1.546155482840869955e-01 2.865027557518070034e-01 -4.344637252597030042e-01 4.341000997018250041e-01 -1.058076534134309993e-01 -1.058076534140389990e-01 -4.341000997017249730e-01 4.344637252594569787e-01 2.865027557524930102e-01 1.546155482261420133e-01 -7.024181896482299681e-02 -2.538858655934799965e-02 -5.901278307235999915e-03
1.964171396631399918e-02 7.526966206667200232e-02 -1.775598754754839914e-01 3.129814569630490206e-01 4.198151095749320105e-01 -3.319689749106730092e-01 -2.239523259570689873e-01 -1.669161718678920103e-01 1.669161718676100137e-01 -2.239523259572699931e-01 -3.319689749103920118e-01 -4.198151095756519902e-01 -3.129814568149170140e-01 1.775598748563390061e-01 7.526964317256100434e-02 1.964179431699500031e-02
4.719203022550900323e-02 1.584498523977249940e-01 -3.077414824499959956e-01 4.013106790547250058e-01 3.054991070764209726e-01 4.623262200728200239e-02 -3.430530024204599959e-01 6.131030241797000291e-02 6.131030241841400191e-02 3.430530024204360151e-01 -4.623262200715799741e-02 3.054991070769400019e-01 4.013106787923569896e-01 -3.077414811233000203e-01 -1.584498046942970084e-01 -4.719220127130299702e-02
9.129691289779899577e-02 2.615210549670299867e-01 -3.926957482116509857e-01 3.088919094185280101e-01 -3.852739800638400186e-02 3.489369398171729975e-01 9.946282056683800055e-02 2.012790304410969899e-01 -2.012790304410140008e-01 9.946282056707099473e-02 3.489369398163950087e-01 3.852739800587300090e-02 -3.088919090685640079e-01 3.926957461632569757e-01 2.615209587150559845e-01 9.129719861008800397e-02
1.510539706914230118e-01 3.544077129496789880e-01 -3.616466162871920242e-01 3.987827104189699962e-02 -3.211426815764549803e-01 1.795938136832080090e-01 2.870798101547070158e-01 -3.738906424346000179e-02 -3.738906424381600174e-02 -2.870798101546679915e-01 -1.795938136821139952e-01 -3.211426815752579933e-01 3.987827068324299729e-02 -3.616466140820789876e-01 -3.544075480123810018e-01 -1.510543630499900092e-01
2.218311779729739974e-01 4.009295732851990146e-01 -1.933274716735750021e-01 -2.502355585437749941e-01 -2.745916106634109788e-01 -2.441535673752069924e-01 -2.089142592574400048e-02 -2.336773221668710099e-01 2.336773221669629919e-01 -2.089142592606599985e-02 -2.441535673759810121e-01 2.745916106611300256e-01 2.502355588191820246e-01 1.933274705852429942e-01 4.009293243388750150e-01 2.218316285485510131e-01
2.957906407219749734e-01 3.719246157109319939e-01 5.845704010804699674e-02 -3.505813538900590109e-01 6.413220027941099466e-02 -3.008219779788219861e-01 -2.298409877115419886e-01 2.053739701093700021e-02 2.053739701112399993e-02 2.298409877115510092e-01 3.008219779789190196e-01 6.413220028240300408e-02 -3.505813540350909974e-01 5.845703829546199798e-02 -3.719242773971560001e-01 -2.957910662998949891e-01
3.626965060444259925e-01 2.575870730640720252e-01 2.820483747188510248e-01 -1.768413370829360065e-01 3.376285027376459968e-01 8.232026972073200333e-02 -3.742397773014000117e-02 2.628798458111409886e-01 -2.628798458112829861e-01 -3.742397772978500042e-02 8.232026972114700469e-02 -3.376285027410569906e-01 1.768413371364939979e-01 -2.820483682842179762e-01 2.575866539208789829e-01 3.626968086940520197e-01
4.107243849592779883e-01 7.462427972260800291e-02 3.600343990454810128e-01 1.425836303266840022e-01 2.168397104132069875e-01 3.164770701194860036e-01 1.688689949318920025e-01 -9.375658362325999320e-03 -9.375658362451999225e-03 -1.688689949318959993e-01 -3.164770701197959779e-01 2.168397104176580104e-01 1.425836302431509883e-01 3.600343870954900161e-01 -7.462380416717399878e-02 -4.107244818639519957e-01
4.279068877097310097e-01 -1.334249860758169870e-01 2.400867399827230075e-01 3.457600981504380111e-01 -1.633338244902320102e-01 7.786941890546800193e-02 7.863244323079500442e-02 -2.880575196049169895e-01 2.880575196051120002e-01 7.863244323040100014e-02 7.786941890519699649e-02 1.633338244837850006e-01 -3.457600978947960035e-01 -2.400867231102430110e-01 -1.334254788583009999e-01 4.279067437314830191e-01
4.045594752956039875e-01 -3.049896043187739769e-01 -2.237490227450800173e-02 2.415960416309159975e-01 -3.303885953701080069e-01 -2.513385852801869880e-01 -1.100230234059760004e-01 3.303716368000999843e-03 3.303716368144000038e-03 1.100230234059779988e-01 2.513385852808949772e-01 -3.303885953618280191e-01 2.415960411334160118e-01 -2.237492176020300025e-02 3.049900651661819895e-01 -4.045591270969010056e-01
3.374754573451390072e-01 -3.812925712590969907e-01 -2.779036038210569992e-01 -8.603431133857400437e-02 -9.053985981461599997e-02 -1.987471034950729909e-01 -1.059130475715810010e-01 3.117347013714830140e-01 -3.117347013718769766e-01 -1.059130475711640013e-01 -1.987471034956299898e-01 9.053985980617799967e-02 8.603431200374400678e-02 2.779036223919350013e-01 -3.812929503867090175e-01 3.374750135315420230e-01
2.346610168576880040e-01 -3.342586924643179969e-01 -3.688228941248060111e-01 -3.344344416174550028e-01 2.473047856621329865e-01 1.445951323995710025e-01 5.710145995346600084e-02 -7.903511422499999830e-04 -7.903511422710000033e-04 -5.710145995345299735e-02 -1.445951323995839921e-01 2.473047856686159951e-01 -3.344344422448169984e-01 -3.688229082009730209e-01 3.342589524746660268e-01 -2.346606234652739986e-01
1.163019696582249934e-01 -1.887682092440439996e-01 -2.493870684897870060e-01 -2.894570461507030013e-01 2.928390318868269726e-01 2.838172020243460159e-01 1.285543526364419931e-01 -3.493250623601960037e-01 3.493250623606259930e-01 1.285543526359539945e-01 2.838172020246589877e-01 -2.928390318901389899e-01 2.894570465232729761e-01 2.493870758280909983e-01 -1.887683367338079954e-01 1.163017460593230024e-01
