-2.848170226576304809e-01 -1.950795083418013498e-01 -1.039119003107907419e-01 -4.220574089906273946e-02 -1.188368570270619852e-02 -4.424586554717236005e-03 -9.010046662037324988e-03 4.590872113633508167e-03 -2.070357652096299367e-03 1.037663983061818665e-03
-1.950795083418012388e-01 -2.285197958934679363e-01 -1.749353610969361927e-01 -8.047948340063448835e-02 -1.883343865774171275e-02 -8.921013846141370718e-03 -1.821738529924003119e-02 9.273739079827172244e-03 -4.182665699878112403e-03 2.096387196192922922e-03
-1.039119003107906586e-01 -1.749353610969361650e-01 -2.117850681544982128e-01 -1.389547924102004228e-01 -2.656827239669202340e-02 -1.181846847286541560e-02 -3.658881018578923755e-02 1.894679985792523114e-02 -8.802544209598250902e-03 4.424416421424466096e-03
-4.220574089906279497e-02 -8.047948340063425243e-02 -1.389547924102007559e-01 -1.282495806448187003e-01 -2.887986248141197199e-03 -2.938686464303063781e-02 -9.417031404174458498e-02 4.790345954912570564e-02 -2.220546616296171019e-02 1.115271734422849069e-02
-1.188368570270619852e-02 -1.883343865774183765e-02 -2.656827239669201993e-02 -2.887986248141190693e-03 1.016229222775289348e-01 -1.183374277576031280e-01 -5.722016760130764490e-02 2.269023150804485439e-02 -6.248455805497888857e-03 2.928595980387336400e-03
-4.424586554717246413e-03 -8.921013846141375922e-03 -1.181846847286543815e-02 -2.938686464303056495e-02 -1.183374277576030031e-01 1.389450362274453621e-01 6.418736165216615275e-02 -1.843031635702956170e-03 -1.343166081477443867e-02 9.358787121627300601e-03
-9.010046662037328458e-03 -1.821738529924002772e-02 -3.658881018578921673e-02 -9.417031404174482090e-02 -5.722016760130760327e-02 6.418736165216619438e-02 3.354645494688470730e-01 -2.312592229488560913e-01 1.214450860096624452e-01 -6.257312022406459617e-02
4.590872113633522045e-03 9.273739079827161835e-03 1.894679985792527624e-02 4.790345954912582360e-02 2.269023150804495154e-02 -1.843031635702963326e-03 -2.312592229488564521e-01 2.529121523736572175e-01 -1.932362899878800611e-01 1.130118800351412184e-01
-2.070357652096184008e-03 -4.182665699878097658e-03 -8.802544209598269984e-03 -2.220546616296169978e-02 -6.248455805497905337e-03 -1.343166081477443867e-02 1.214450860096624729e-01 -1.932362899878799223e-01 2.369007350609189932e-01 -1.992521355674997385e-01
1.037663983061856178e-03 2.096387196192930295e-03 4.424416421424452218e-03 1.115271734422848202e-02 2.928595980387329028e-03 9.358787121627302336e-03 -6.257312022406452678e-02 1.130118800351412739e-01 -1.992521355674999051e-01 2.868945764937715359e-01
